2022-03-16 10:05:09.879310 | info |  | STARTED...
2022-03-16 10:23:16.461586 | info |  | KEYWORD NOT DETECTED
2022-03-16 10:23:19.891673 | info |  | KEYWORD NOT DETECTED
2022-03-16 10:23:27.025693 | info |  | KEYWORD NOT DETECTED
2022-03-16 10:45:05.691868 | info |  | KEYWORD DETECTED
2022-03-16 10:45:28.125167 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:45:50.325202 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:46:23.858517 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:46:45.758270 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:46:57.392005 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:47:23.391965 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:47:38.491775 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:47:40.824895 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:47:53.058644 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:48:03.258006 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:48:06.325209 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:48:12.158005 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:48:16.491471 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:48:31.091924 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:48:43.625153 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:48:45.325066 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:48:59.158613 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:49:09.958483 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:49:11.791910 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:49:22.358334 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:49:36.258799 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:49:40.258723 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:49:50.158658 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:49:59.758147 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:50:04.125083 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:50:06.925102 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:50:14.191438 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:50:22.491952 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:50:26.291715 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:50:50.891906 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:51:23.658275 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:51:30.558302 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:51:32.792074 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:51:37.391430 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:51:42.292263 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:51:44.225227 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:51:49.658174 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:51:56.658742 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:52:00.558720 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:52:10.791338 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:52:27.392142 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:52:29.991474 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:52:32.058250 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:52:36.225437 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:52:41.391535 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:52:54.191671 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:52:59.392139 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:53:11.692246 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:53:19.925579 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:53:23.525400 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:53:32.791419 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:53:42.225535 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:53:45.091580 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:53:53.024767 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:54:16.192024 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:54:38.491783 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:55:00.758355 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:55:22.758024 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:55:45.258768 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:56:08.291613 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:56:42.258937 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:57:05.025362 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:57:39.358640 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:58:02.224832 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:58:24.825187 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:58:46.725170 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:59:08.625275 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:59:30.991437 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 10:59:53.558382 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 11:00:15.358716 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 11:00:37.825458 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 11:01:00.024818 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 11:01:33.224775 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 11:02:06.525586 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 11:02:28.625398 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 11:02:49.358622 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 11:02:53.425396 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 11:03:02.791649 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 11:03:08.292087 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 11:03:11.258383 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 11:03:14.525109 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 11:03:16.692036 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 11:03:24.091399 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 11:03:30.825118 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 11:03:37.458715 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 11:03:38.992154 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 11:03:47.424959 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 11:03:52.258554 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 11:04:02.325288 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 11:04:21.191487 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 11:04:33.924827 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 11:04:44.258266 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 11:04:52.892212 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 11:04:56.591924 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 11:05:07.358344 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 11:05:12.591638 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 11:05:23.825193 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 11:05:32.524792 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 11:05:40.892239 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 11:05:45.025486 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 11:05:53.491376 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 11:06:05.891769 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 11:06:16.558848 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 11:06:27.592100 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 11:06:53.725566 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-03-16 11:07:25.525104 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
