2022-02-10 10:00:06.461019 | info |  | STARTED...
2022-02-10 10:06:09.517457 | info |  | KEYWORD DETECTED
2022-02-10 10:06:42.783327 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-02-10 10:07:04.250414 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-02-10 10:07:26.983685 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-02-10 10:07:48.516900 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-02-10 10:08:11.250313 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-02-10 10:08:33.883974 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-02-10 10:08:56.016559 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-02-10 10:09:17.583022 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-02-10 10:09:35.250320 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-02-10 10:09:57.916563 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-02-10 10:10:19.517173 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-02-10 10:10:41.883008 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-02-10 10:10:45.717084 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-02-10 10:10:51.016294 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-02-10 10:11:04.850510 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-02-10 10:11:39.017055 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-02-10 10:12:01.116878 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-02-10 10:12:23.783612 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-02-10 10:12:46.383718 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-02-10 10:13:08.583119 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-02-10 10:13:31.549806 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-02-10 10:14:05.716761 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-02-10 10:14:22.316618 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-02-10 10:14:26.950400 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-02-10 10:14:35.949934 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-02-10 10:14:51.283466 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-02-10 10:14:57.650315 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-02-10 10:15:17.983073 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-02-10 10:15:32.050226 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-02-10 10:15:49.316489 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2022-02-10 10:15:59.949830 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
