2021-12-18 10:05:01.856420 | info |  | STARTED...
2021-12-18 11:00:08.060341 | info |  | KEYWORD DETECTED
2021-12-18 11:00:24.758393 | info |  | "Het is heel vies weer vandaag",'"De dingen die je aanraakt dansen in de schaduw. Water en beweging, het is een verhaal."',None,None
2021-12-18 11:20:42.758676 | info |  | KEYWORD NOT DETECTED
2021-12-18 11:23:02.391412 | info |  | KEYWORD NOT DETECTED
2021-12-18 11:23:17.457865 | info |  | KEYWORD NOT DETECTED
2021-12-18 11:23:22.924547 | info |  | KEYWORD NOT DETECTED
2021-12-18 11:23:30.691106 | info |  | KEYWORD NOT DETECTED
2021-12-18 11:23:35.458545 | info |  | KEYWORD NOT DETECTED
2021-12-18 11:23:42.091424 | info |  | KEYWORD NOT DETECTED
2021-12-18 11:23:53.925097 | info |  | KEYWORD NOT DETECTED
2021-12-18 11:24:05.691919 | info |  | KEYWORD NOT DETECTED
2021-12-18 11:32:52.058393 | info |  | KEYWORD NOT DETECTED
2021-12-18 11:33:01.758643 | info |  | KEYWORD NOT DETECTED
2021-12-18 11:33:20.225119 | info |  | KEYWORD NOT DETECTED
2021-12-18 12:04:49.358180 | info |  | KEYWORD DETECTED
2021-12-18 12:05:10.725117 | info |  | "Dat is lekker licht",'"Mens, ik ben alles wat je had en kom even aan wal."',None,None
2021-12-18 12:06:56.691837 | info |  | KEYWORD NOT DETECTED
2021-12-18 12:07:01.891180 | info |  | KEYWORD NOT DETECTED
2021-12-18 12:48:23.224972 | info |  | KEYWORD NOT DETECTED
2021-12-18 12:48:35.091521 | info |  | KEYWORD NOT DETECTED
2021-12-18 12:48:53.058312 | info |  | KEYWORD NOT DETECTED
2021-12-18 12:49:03.191687 | info |  | KEYWORD NOT DETECTED
2021-12-18 12:49:22.891692 | info |  | KEYWORD NOT DETECTED
2021-12-18 12:57:30.724557 | info |  | KEYWORD NOT DETECTED
2021-12-18 12:59:42.958541 | info |  | KEYWORD NOT DETECTED
2021-12-18 13:01:16.824664 | info |  | KEYWORD NOT DETECTED
2021-12-18 13:01:22.958574 | info |  | KEYWORD NOT DETECTED
2021-12-18 13:01:39.091595 | info |  | KEYWORD NOT DETECTED
2021-12-18 13:01:45.258043 | info |  | KEYWORD NOT DETECTED
2021-12-18 13:01:48.991855 | info |  | KEYWORD NOT DETECTED
2021-12-18 13:01:52.624635 | info |  | KEYWORD NOT DETECTED
2021-12-18 13:01:56.591969 | info |  | KEYWORD NOT DETECTED
2021-12-18 13:02:06.957701 | info |  | KEYWORD NOT DETECTED
2021-12-18 13:02:13.224565 | info |  | KEYWORD NOT DETECTED
2021-12-18 13:02:17.391288 | info |  | KEYWORD NOT DETECTED
2021-12-18 13:02:21.157968 | info |  | KEYWORD NOT DETECTED
2021-12-18 13:02:46.625027 | info |  | KEYWORD NOT DETECTED
2021-12-18 13:02:52.858207 | info |  | KEYWORD NOT DETECTED
2021-12-18 13:03:02.525042 | info |  | KEYWORD NOT DETECTED
2021-12-18 13:03:10.491287 | info |  | KEYWORD NOT DETECTED
2021-12-18 13:03:14.824451 | info |  | KEYWORD NOT DETECTED
2021-12-18 13:21:42.925114 | info |  | KEYWORD NOT DETECTED
2021-12-18 13:34:11.824435 | info |  | KEYWORD NOT DETECTED
2021-12-18 13:36:04.824612 | info |  | KEYWORD DETECTED
2021-12-18 13:36:11.058238 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2021-12-18 13:36:32.724698 | info |  | "Ik wil je vertellen dat wij lekker door museum wandelen zijn",'"Zijn wij kleur, geluid, een sterven in eeuwige zin? Wij zijn onze eigen ongehoorzame ordening. Met een geschiedenis, dat wel."',None,None
2021-12-18 13:39:27.391038 | info |  | KEYWORD DETECTED
2021-12-18 13:39:48.691566 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2021-12-18 13:40:10.157954 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2021-12-18 13:40:31.725125 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2021-12-18 13:40:53.425099 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2021-12-18 13:41:15.557669 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2021-12-18 13:41:37.724681 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2021-12-18 13:41:59.524725 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2021-12-18 13:42:32.890983 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2021-12-18 13:42:54.391424 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2021-12-18 13:43:26.591694 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2021-12-18 13:43:48.224452 | info |  | DETECTION ERROR/UNKNOWN VALUE, RESTARTING
2021-12-18 13:44:21.058657 | info |  | "Hallo José",'Boeiendiepsels en amenchvonken en schotelslakken die elkaar verstaan. Verscheidenheid.',None,None
2021-12-18 13:51:51.757830 | info |  | KEYWORD NOT DETECTED
2021-12-18 14:16:05.358143 | info |  | KEYWORD NOT DETECTED
2021-12-18 14:16:11.958267 | info |  | KEYWORD NOT DETECTED
2021-12-18 14:16:18.358563 | info |  | KEYWORD NOT DETECTED
2021-12-18 14:16:27.124588 | info |  | KEYWORD DETECTED
2021-12-18 14:16:49.358129 | info |  | "Wat wil je me vertellen Het spijt me",'"Valt de vis uit? Wat is dit alles, treurman?"',0,0
2021-12-18 14:21:12.191332 | info |  | KEYWORD NOT DETECTED
2021-12-18 14:21:26.824848 | info |  | KEYWORD NOT DETECTED
2021-12-18 14:21:33.258022 | info |  | KEYWORD NOT DETECTED
2021-12-18 14:21:48.358572 | info |  | KEYWORD NOT DETECTED
2021-12-18 14:22:03.524344 | info |  | KEYWORD NOT DETECTED
2021-12-18 14:24:29.891211 | info |  | KEYWORD NOT DETECTED
2021-12-18 14:29:37.491530 | info |  | KEYWORD NOT DETECTED
2021-12-18 14:29:45.424527 | info |  | KEYWORD NOT DETECTED
2021-12-18 14:54:50.024888 | info |  | KEYWORD NOT DETECTED
2021-12-18 14:54:51.991377 | info |  | KEYWORD NOT DETECTED
2021-12-18 14:55:37.291744 | info |  | KEYWORD NOT DETECTED
2021-12-18 14:55:41.457677 | info |  | KEYWORD NOT DETECTED
2021-12-18 14:56:30.224902 | info |  | KEYWORD NOT DETECTED
2021-12-18 14:56:33.791315 | info |  | KEYWORD NOT DETECTED
